°í°´¹øÈ£,A,B,C,D
12040,222,1102,13,0
12041,35,1493,19,0
12042,482,245,4,5
12043,480,267,2,0
12044,70,1259,17,0
12045,7,2168,28,0
12046,164,1,0,0
12047,2,1,2036,0
12048,14,1981,35,0
12049,67,1492,14,0
12050,19,1310,283,0
12051,1,808,310,0
12052,548,46,2,0
12053,410,590,8,1
12054,37,822,2247,0
12055,171,8,2918,0
12056,249,1753,352,0
12057,2,772,3,15
12058,676,132,125,0
12059,4,1142,1,0
12060,614,0,143,0
12061,1,1624,5,0
12062,13,9,2221,0
12063,4,994,34,0
12064,585,27,7,0
12065,8,691,8,0
12066,6,474,2208,0
12067,9,982,0,2
12068,2,1780,6,0
12069,654,768,6,18
12070,4,1497,10,1
12071,680,738,1,0
12072,1,2140,1,0
12073,651,232,50,10
12074,496,201,9,0
12075,653,0,0,0
12076,3,2,950,0
12077,1,0,0,0
12078,476,196,54,0
12079,502,541,21,1
12080,69,1996,31,0
12081,535,11,42,0
12082,11,1150,149,0
12083,4,1,831,0
12084,533,9,0,0
12085,699,174,11,0
12086,8,882,371,2
12087,3,1263,15,0
12088,6,12,1704,0
12089,28,2947,717,0
12090,547,551,44,5
12091,2,1874,17,0
12092,1,1289,1,0
12093,471,613,50,0
12094,174,1512,4,0
12095,512,179,78,0
12096,15,2692,15,0
12097,11,9,1169,0
12098,3,5,1427,0
12099,0,159,2299,1
12100,979,15,6,0
12101,4,1387,5,0
12102,59,2418,13,0
12103,23,157,3353,0
12104,9,1657,191,0
12105,7,1856,27,0
12106,45,97,339,508
12107,240,3183,933,9
12108,22,125,2634,0
12109,1,1210,1,0
12110,698,190,17,0
12111,11,2143,3,0
12112,1,86,2391,0
12113,8,95,1915,0
12114,120,1573,2,0
12115,3,24,1880,0
12116,619,43,42,0
12117,6,502,106,0
12118,132,8,1734,0
12119,4,2915,2,0
12120,516,80,16,0
12121,316,190,1698,0
12122,91,140,3384,0
12123,125,835,13,0
12124,522,651,23,2
12125,3,2661,5,0
12126,76,38,0,0
12127,521,84,13,0
12128,6,947,1613,0
12129,861,0,343,2
12130,541,6,1,0
12131,1,2157,35,0
12132,541,199,0,4
12133,1257,0,15,5
12134,491,53,5,0
12135,604,316,198,2
12136,15,37,0,0
12137,8,25,1517,0
12138,499,35,9,7
12139,618,96,132,0
12140,683,206,25,3
12141,28,2,1437,0
12142,744,417,16,0
12143,53,27,2201,0
12144,112,1986,6,0
12145,497,20,535,0
12146,545,245,1,0
12147,497,369,1355,0
12148,629,139,1,0
12149,68,2131,5,0
12150,55,1579,151,0
12151,630,0,0,0
12152,28,5,2359,0
12153,1,2278,3,0
12154,5,1431,4,0
12155,497,1001,40,0
12156,0,1117,4,0
12157,641,889,44,0
12158,88,2072,0,1
12159,2,2511,9,0
12160,1,1024,2,0
12161,3,16,3098,0
12162,54,20,3084,0
12163,0,6,1105,0
12164,2,562,1,0
12165,594,350,11,15
12166,4,2,1510,0
12167,1,2379,4,0
12168,65,3623,8,0
12169,390,1833,7,0
12170,21,1599,752,0
12171,508,34,7,0
12172,2,42,3883,0
12173,954,2,0,0
12174,4,2,1527,0
12175,1057,23,845,0
12176,20,14,1896,0
12177,947,96,8,0
12178,30,717,2170,0
12179,5,1512,6,0
12180,524,39,39,0
12181,112,1739,870,34
12182,3,47,2251,0
12183,8,20,1265,0
12184,13,1532,1,7
12185,4,691,3,0
12186,553,82,204,0
12187,19,90,1318,0
12188,14,988,5,0
12189,22,1223,14,0
12190,712,24,12,0
12191,908,139,56,0
12192,1827,136,61,15
12193,53,1711,1,0
12194,691,71,4,0
12195,7,1603,156,0
12196,0,996,0,0
12197,4,311,1838,0
12198,3,1100,0,1
12199,4,73,2236,0
12200,859,2,728,2
12201,2,1574,26,0
12202,5,1047,0,0
12203,416,179,1,0
12204,0,2274,571,0
12205,167,36,1834,0
12206,433,82,113,0
12207,496,46,0,7
12208,807,2,14,0
12209,1,925,2,0
12210,448,50,9,9
12211,2,2119,3,0
12212,487,951,4,0
12213,32,2076,517,0
12214,488,22,0,0
12215,147,842,146,9
12216,24,699,2016,0
12217,4,2505,0,4
12218,1048,35,6,0
12219,676,718,7,0
12220,10,1862,11,0
12221,675,318,15,0
12222,24,1432,3,0
12223,21,1068,459,0
12224,491,53,0,6
12225,99,1350,81,0
12226,613,15,0,0
12227,23,17,1867,0
12228,570,621,36,15
12229,39,26,1339,0
12230,1010,15,0,0
12231,25,1856,0,11
12232,18,1757,68,0
12233,17,988,4,0
12234,7,12,2952,0
12235,26,874,8,0
12236,17,836,28,0
12237,454,233,40,0
12238,11,2,1893,0
12239,500,560,0,0
12240,563,257,1,0
12241,1072,1,11,0
12242,8,64,11,283
12243,41,1666,121,2
12244,44,1522,1,0
12245,1,868,42,0
12246,771,22,0,0
12247,468,371,0,21
12248,1,166,4025,0
12249,594,37,36,2
12250,515,525,0,4
12251,178,4,1870,1
12252,106,1055,0,0
12253,591,118,96,4
12254,1,0,1503,0
12255,521,454,148,0
12256,475,289,4,0
12257,3,332,4010,0
12258,1,1041,355,0
12259,706,87,414,0
12260,68,825,6,0
12261,5,1114,9,0
12262,26,16,2148,0
12263,4,795,1,0
12264,314,2129,3,2
12265,9,1502,5,0
12266,1,7,2820,0
12267,137,1518,0,1
12268,480,929,40,0
12269,12,710,3,0
12270,756,11,1,0
12271,20,1254,6,0
12272,10,1343,43,0
12273,609,958,3,0
12274,8,1865,2,0
12275,2,3148,5,0
12276,734,51,0,1
12277,27,1465,11,0
12278,1,1,1204,0
12279,17,260,3402,0
12280,7,119,2454,0
12281,68,1358,1,0
12282,881,113,14,0
12283,27,850,1,0
12284,5,11,2037,0
12285,2,16,2728,0
12286,9,1314,59,0
12287,7,117,2527,0
12288,3,3165,7,0
12289,605,320,12,1
12290,804,14,0,29
12291,34,1172,4,0
12292,547,1,2,0
12293,5,1357,8,0
12294,93,1842,6,0
12295,8,1710,2,0
12296,765,135,2,0
12297,487,87,2,4
12298,1,1034,7,0
12299,372,0,33,0
12300,3,24,2436,0
12301,708,425,838,0
12302,112,1892,4,0
12303,721,347,45,0
12304,10,1313,7,0
12305,6,14,3021,0
12306,952,262,9,0
12307,90,3155,36,0
12308,3,1768,4,0
12309,5,34,1945,0
12310,21,38,3889,0
12311,2,5,1780,0
12312,446,80,87,0
12313,417,642,27,0
12314,13,348,1382,2
12315,4,57,1573,0
12316,18,2,1453,0
12317,533,6,0,2
12318,1,93,2029,0
12319,567,871,17,0
12320,12,33,1045,0
12321,653,13,0,0
12322,6,1477,23,0
12323,7,2,2704,0
12324,79,3,1922,1
12325,15,5,2360,0
12326,627,81,209,0
12327,8,85,2140,0
12328,588,71,5,0
12329,25,1645,2,0
12330,14,1884,6,0
12331,35,1307,15,0
12332,607,94,49,66
12333,69,736,15,0
12334,1,1671,4,0
12335,12,1230,8,0
12336,10,1864,13,0
12337,5,58,2083,0
12338,67,2037,25,0
12339,507,24,7,0
12340,546,0,0,0
12341,849,130,38,0
12342,10,2166,580,0
12343,44,2689,0,2
12344,26,398,947,0
12345,4,3836,73,0
12346,533,0,0,0
12347,19,1741,234,0
12348,1,265,2042,0
12349,8,86,2546,0
12350,2,1314,7,0
12351,73,217,2678,0
12352,36,895,7,0
12353,2,0,79,272
12354,3,1755,5,0
12355,10,2151,14,0
12356,3,2,1686,0
12357,822,61,13,0
12358,14,0,48,210
12359,703,8,0,0
12360,1,6,2613,0
12361,37,837,0,1
12362,585,34,15,0
12363,18,11,1323,0
12364,0,0,1882,0
12365,115,864,3,0
12366,26,2689,5,1
12367,515,81,1,0
12368,2,2298,1,0
12369,8,2345,6,0
12370,17,1359,10,0
12371,69,6,1641,0
12372,2,960,5,0
12373,6,1667,12,0
12374,6,1181,285,0
12375,3,1464,17,0
12376,627,178,15,0
12377,92,268,0,684
12378,556,17,123,0
12379,1,1789,89,0
12380,907,393,34,1
12381,438,533,27,0
12382,19,2421,59,0
12383,20,1651,0,0
12384,2,391,1771,0
12385,5,52,3254,0
12386,649,0,1,0
12387,866,0,25,0
12388,3,71,3046,0
12389,3,1105,18,0
12390,48,84,2657,0
12391,14,1,7,230
12392,494,3,37,0
12393,5,5,7,282
12394,0,924,2328,0
12395,2,1797,3,0
12396,521,586,21,0
12397,536,459,1044,0
12398,6,1724,2,0
12399,1,145,2073,0
12400,732,0,0,0
12401,83,2,1869,0
12402,15,20,1993,0
12403,564,17,0,0
12404,0,0,3188,0
12405,13,1569,503,0
12406,464,175,5,0
12407,695,48,51,0
12408,19,27,2116,0
12409,2,1240,111,0
12410,378,866,0,1
12411,12,2384,2,0
12412,4,46,2665,0
12413,4,1382,16,0
12414,14,62,1453,0
12415,748,708,0,2
12416,1,1607,18,0
12417,7,983,4,0
12418,484,881,0,17
12419,23,3066,0,1
12420,3,61,2666,0
12421,18,1724,231,9
12422,30,1754,23,2
12423,13,3247,1,0
12424,21,1756,9,0
12425,81,1944,58,0
12426,745,48,27,0
12427,14,1217,4,0
12428,1,1632,51,0
12429,2,800,216,0
12430,88,458,1462,0
12431,146,1745,4,0
12432,826,14,15,0
12433,8,10,2320,0
12434,588,61,0,0
12435,3,157,1801,0
12436,2,2016,7,0
12437,461,646,47,0
12438,3,17,1829,0
12439,1,1440,46,0
12440,31,1519,22,0
12441,826,269,12,0
12442,565,2,120,0
12443,1161,135,5,0
12444,477,39,0,13
12445,6,1615,4,4
12446,841,60,5,17
12447,13,1897,2,0
12448,511,30,26,5
12449,186,1880,0,2
12450,1,1166,2,0
12451,469,0,45,0
12452,7,1642,10,0
12453,523,32,0,0
12454,421,0,2,0
12455,309,1,11,0
12456,9,0,1614,11
12457,728,819,15,16
12458,611,0,0,0
12459,457,68,1,14
12460,501,397,53,8
12461,415,51,5,0
12462,565,25,52,0
12463,5,1439,1,0
12464,1,2187,7,0
12465,512,151,424,2
12466,4,1319,9,0
12467,34,923,0,0
12468,4,16,1716,0
12469,12,23,2243,0
12470,756,241,1,0
12471,471,2,13,0
12472,1,290,3596,0
12473,526,27,7,0
12474,49,2253,112,0
12475,30,1250,79,0
12476,598,15,1,2
12477,24,2401,2,0
12478,193,28,15,0
12479,272,2,0,1
12480,570,202,204,0
12481,1,59,2057,4
12482,541,270,0,5
12483,39,1648,12,0
12484,94,2020,5,0
12485,218,802,11,0
12486,800,291,457,1
12487,449,117,11,0
12488,463,329,4,8
12489,11,908,4,0
12490,655,1,26,0
12491,14,2780,12,0
12492,2,97,2421,0
12493,15,3,0,466
12494,859,1208,12,1
12495,11,2,1581,0
12496,117,118,2352,0
12497,483,0,0,0
12498,6,2,2304,0
12499,4,119,1203,0
12500,9,1789,1,0
12501,673,133,29,0
12502,488,39,0,2
12503,8,491,18,0
12504,455,215,0,1
12505,56,1429,10,0
12506,97,2008,3,15
12507,605,2,1201,5
12508,368,77,1840,4
12509,7,1620,56,0
12510,11,1119,5,0
12511,507,203,12,6
12512,56,1441,92,0
12513,4,11,2549,0
12514,3,34,1806,0
12515,1095,11,152,0
12516,2,5,1011,0
12517,60,13,4,243
12518,73,17,2280,0
12519,5,58,4256,14
12520,443,2113,131,0
12521,395,419,0,0
12522,465,171,231,7
12523,609,0,88,3
12524,20,1340,0,3
12525,60,1523,6,0
12526,1,1,2653,8
12527,394,59,200,0
12528,4,1323,4,0
12529,6,1670,2,0
12530,153,34,1,0
12531,45,1420,81,0
12532,9,1330,8,0
12533,5,4465,6,0
12534,884,197,9,2
12535,9,10,2772,8
12536,2,1837,242,0
12537,773,170,207,0
12538,829,48,21,0
12539,52,1414,1,0
12540,76,965,4,0
12541,85,1733,1,0
12542,415,2346,11,0
12543,4,1377,0,0
12544,1,1013,51,0
12545,14,0,1083,0
12546,24,102,1267,0
12547,466,0,0,0
12548,2,1036,29,0
12549,79,1463,30,0
12550,432,0,88,15
12551,44,561,26,0
12552,64,119,2020,0
12553,4,2018,52,0
12554,19,25,2650,2
12555,140,16,2585,0
12556,5,30,1876,0
12557,976,4,1,0
12558,7,64,1390,0
12559,65,256,1734,0
12560,1,1285,21,0
12561,5,973,125,0
12562,89,1850,13,0
12563,21,3,2396,0
12564,583,106,81,11
12565,927,104,53,0
12566,623,25,10,0
12567,469,0,389,0
12568,17,295,3204,0
12569,5,27,1034,0
12570,1,103,2126,0
12571,31,1140,74,2
12572,462,51,388,0
12573,569,663,905,10
12574,510,16,0,0
12575,683,21,0,2
12576,1,1339,1,0
12577,31,1918,7,0
12578,913,20,803,0
12579,35,2642,27,1
12580,4,56,2772,0
12581,18,6,2172,0
12582,3,895,9,0
12583,589,73,4,0
12584,519,12,235,0
12585,6,797,19,0
12586,38,1567,5,0
12587,12,26,1509,0
12588,12,1661,3,0
12589,2,1109,12,0
12590,608,139,28,0
12591,52,68,1067,0
12592,27,1579,15,1
12593,7,259,3287,0
12594,510,325,26,0
12595,424,68,21,108
12596,80,1758,0,2
12597,711,248,10,0
12598,6,0,1126,0
12599,9,489,2127,0
12600,25,1017,38,0
12601,564,78,2,1
12602,222,1543,0,0
12603,12,16,1612,0
12604,25,1345,1,11
12605,20,1,2133,0
12606,4,5,1649,0
12607,6,36,3526,0
12608,330,5,2569,0
12609,690,0,0,0
12610,702,85,229,0
12611,12,1,3661,0
12612,8,286,2174,0
12613,613,10,0,0
12614,21,775,400,0
12615,485,194,42,0
12616,23,2339,9,0
12617,21,161,2182,0
12618,2,141,2119,0
12619,16,976,45,9
12620,31,129,1370,25
12621,708,344,1,0
12622,30,15,1583,0
12623,0,1473,288,0
12624,4,2422,27,0
12625,625,1328,177,0
12626,4,1,1186,0
12627,2,474,3,0
12628,731,27,138,3
12629,20,14,1689,0
12630,932,160,322,1
12631,183,2211,2,0
12632,3,1483,2,0
12633,12,1616,2,0
12634,7,1085,1,0
12635,539,27,1049,0
12636,586,172,65,4
12637,20,676,523,0
12638,164,1972,7,0
12639,480,270,15,0
12640,632,347,4,0
12641,8,2462,81,0
12642,26,45,1852,0
12643,24,2890,9,3
12644,543,44,200,0
12645,933,449,59,9
12646,34,2105,9,0
12647,23,1306,0,1
12648,738,329,8,0
12649,18,50,2915,2
12650,25,1009,7,0
12651,730,13,0,0
12652,469,219,9,0
12653,83,93,1762,0
12654,1,1146,2,0
12655,39,1480,8,0
12656,698,44,0,2
12657,454,74,0,4
12658,10,1691,309,0
12659,17,250,1891,0
12660,65,1257,5,0
12661,553,153,2,0
12662,530,19,0,23
12663,14,1508,30,0
12664,92,2585,359,0
12665,6,220,1757,0
12666,11,3,1984,0
12667,498,14,54,0
12668,489,32,90,0
12669,7,26,597,0
12670,1,1317,80,0
12671,3,860,3,0
12672,196,190,5,80
12673,1,48,2019,0
12674,5,1108,88,0
12675,2,636,1819,0
12676,90,1421,3,14
12677,29,232,2241,2
12678,2,87,3568,0
12679,707,228,3,0
12680,646,3,0,15
12681,196,1228,19,0
12682,18,2480,3,0
12683,23,28,2317,0
12684,3,1423,48,0
12685,625,374,2,0
12686,31,788,210,0
12687,15,40,2246,0
12688,4,1368,34,0
12689,525,0,1,0
12690,484,7,4,20
12691,6,3,1965,0
12692,1,111,2384,0
12693,531,219,138,0
12694,24,152,1526,7
12695,3,2559,22,0
12696,591,4,4,0
12697,20,1130,8,0
12698,1206,1545,24,0
12699,21,101,1362,0
12700,487,1833,2,0
12701,14,2165,132,0
12702,630,95,7,2
12703,910,45,0,0
12704,5,25,0,0
12705,888,20,43,0
12706,4,929,283,0
12707,3,12,1790,0
12708,3,1355,3,0
12709,473,43,24,2
12710,15,2767,39,0
12711,779,498,363,0
12712,2,1426,13,0
12713,542,269,0,9
12714,779,346,13,0
12715,1,55,2604,0
12716,25,1674,51,0
12717,8,1883,0,29
12718,460,168,0,0
12719,687,250,0,10
12720,452,81,0,5
12721,5,2161,5,0
12722,53,1705,2,0
12723,378,997,0,0
12724,1,1941,3,0
12725,828,96,0,1
12726,1,864,1,0
12727,3,40,2162,0
12728,639,288,6,0
12729,7,1485,2,0
12730,38,1881,87,3
12731,9,1492,152,0
12732,1,4,1896,0
12733,61,53,1634,0
12734,175,2168,0,5
12735,13,1754,1,0
12736,2,1173,4,0
12737,11,99,1891,0
12738,831,60,62,0
12739,538,3,27,0
12740,606,0,0,0
12741,14,1424,8,0
12742,155,1505,9,0
12743,2,1718,33,0
12744,482,301,33,0
12745,32,2061,13,0
12746,8,1530,20,0
12747,25,1513,268,3
12748,8,143,2462,0
12749,8,38,2415,0
12750,2,1292,17,0
12751,19,5,1978,0
12752,8,6,1523,0
12753,549,160,37,0
12754,500,3,41,0
12755,1,19,1649,0
12756,80,1690,736,0
12757,415,515,12,0
12758,15,537,0,6
12759,5,952,11,0
12760,4,10,1586,0
12761,583,10,7,0
12762,64,0,1665,0
12763,6,95,1943,0
12764,6,891,14,0
12765,715,17,0,13
12766,42,1365,0,2
12767,22,140,2171,0
12768,72,2187,6,0
12769,1,120,1757,0
12770,50,2235,4,0
12771,596,162,4,0
12772,102,1675,101,0
12773,415,10,6,0
12774,18,39,1429,0
12775,107,155,1951,0
12776,0,162,1939,0
12777,938,142,692,0
12778,9,705,297,0
12779,61,1074,20,31
12780,599,7,6,0
12781,591,17,34,0
12782,540,134,107,5
12783,6,69,2293,0
12784,63,7,1657,0
12785,2,519,7,0
12786,606,438,0,51
12787,7,1158,7,0
12788,49,188,1570,0
12789,153,1956,1,0
12790,30,38,0,180
12791,532,1,578,0
12792,687,3,11,0
12793,2,1090,0,0
12794,513,26,0,0
12795,1,892,5,0
12796,3,2012,51,0
12797,1072,10,0,3
12798,61,1744,70,0
12799,588,325,8,1
12800,7,2238,54,0
12801,23,209,2619,0
12802,151,83,1712,0
12803,22,59,2024,2
12804,895,163,4,0
12805,2,1708,16,0
12806,437,7,7,1
12807,2,2753,42,0
12808,1293,593,86,0
12809,17,1358,1,0
12810,464,10,18,0
12811,1,1588,15,0
12812,55,2493,3,0
12813,618,0,17,0
12814,9,1797,266,0
12815,497,397,310,0
12816,13,0,2778,0
12817,57,304,1585,0
12818,47,764,15,0
12819,6,4,2318,1
12820,45,1469,8,0
12821,10,1235,41,0
12822,586,2166,84,0
12823,989,15,0,25
12824,760,27,2,0
12825,50,3,1797,0
12826,5,1236,8,0
12827,444,1186,107,0
12828,551,415,5,0
12829,5,454,1606,0
12830,48,146,2358,0
12831,13,1249,6,0
12832,170,2226,8,1
12833,99,44,25,0
12834,0,1485,1,0
12835,23,1804,11,0
12836,481,2457,10,0
12837,18,434,3195,0
12838,639,13,5,0
12839,661,135,5,0
12840,624,12,10,0
12841,2,0,1722,0
12842,433,72,0,7
12843,429,402,18,0
12844,14,1454,12,0
12845,3,1880,503,0
12846,1,997,355,0
12847,1,3557,23,0
12848,61,79,0,0
12849,7,25,1602,0
12850,23,1152,70,0
12851,177,1039,3,0
12852,490,277,2,0
12853,15,1422,2,0
12854,12,678,1,0
12855,563,316,81,31
12856,8,4,659,0
12857,39,56,1283,0
12858,12,1834,27,0
12859,406,44,0,5
12860,2,1,1129,0
12861,3,1391,4,0
12862,54,201,3396,0
12863,141,1101,0,1
12864,660,13,16,0
12865,602,409,33,0
12866,609,35,53,0
12867,25,2018,171,0
12868,19,7,1723,6
12869,22,1792,16,0
12870,27,2371,152,0
12871,13,95,10182,0
12872,706,324,0,1
12873,531,177,0,0
12874,564,105,0,3
12875,0,134,1947,0
12876,41,0,1835,0
12877,24,830,0,1
12878,1,1698,4,0
12879,2,1557,7,0
12880,6,712,426,0
12881,0,8,5,255
12882,3,0,3433,0
12883,62,1151,30,0
12884,22,1661,174,8
12885,1,1306,64,0
12886,449,618,341,8
12887,498,78,1,27
12888,24,1039,5,0
12889,1,265,2320,0
12890,15,44,1154,0
12891,17,4503,2,0
12892,715,84,7,0
12893,3,1119,13,0
12894,0,100,3206,0
12895,512,131,1,0
12896,0,1206,16,1
12897,721,303,67,0
12898,25,11,1906,0
12899,627,62,10,0
12900,1,10,1620,0
12901,27,1760,6,0
12902,5,2539,17,0
12903,33,2461,2,0
12904,16,1376,0,2
12905,1,2,2961,0
12906,1021,59,3,0
12907,26,3197,98,0
12908,469,25,43,0
12909,3,2021,20,0
12910,31,641,1691,0
12911,36,977,52,0
12912,571,151,40,0
12913,60,96,1861,0
12914,519,47,2,0
12915,428,6,157,0
12916,13,2211,2,0
12917,23,92,1603,0
12918,553,260,84,0
12919,3,1976,23,8
12920,64,111,104,162
12921,767,24,1,0
12922,560,99,8,0
12923,539,10,0,0
12924,29,374,2675,0
12925,45,2220,52,0
12926,15,1432,6,0
12927,695,0,0,0
12928,140,640,73,98
12929,5,14,1610,0
12930,19,2715,1,0
12931,1,7,2635,0
12932,470,563,977,6
12933,4,500,1782,0
12934,552,1,6,5
12935,7,589,5,0
12936,0,698,3076,0
12937,12,4,2435,0
12938,2,214,2838,0
12939,38,1633,0,1
12940,983,264,26,0
12941,498,8,464,0
12942,13,369,2426,0
12943,471,46,261,4
12944,548,318,18,0
12945,102,1310,2,0
12946,532,64,5,0
12947,12,144,2991,0
12948,576,212,624,0
12949,11,1956,3,0
12950,21,1768,21,0
12951,607,28,69,0
12952,1,1167,5,0
12953,26,1720,38,0
12954,347,87,2667,0
12955,442,15,4,0
12956,144,9,0,151
12957,85,2186,4,0
12958,568,39,1,0
12959,7,969,2,0
12960,22,1562,4,0
12961,94,3178,0,0
12962,568,621,0,0
12963,5,590,1,0
12964,551,6,8,0
12965,6,70,2594,0
12966,581,820,226,0
12967,83,1039,5,0
12968,49,2,2150,0
12969,14,1147,279,0
12970,982,3,9,0
12971,14,1671,36,0
12972,469,41,2,0
12973,619,36,14,35
12974,5,1831,19,0
12975,481,1291,0,0
12976,2,2369,38,0
12977,1,1981,14,0
12978,49,2064,11,0
12979,8,2605,7,0
12980,429,819,3,0
12981,25,50,1208,0
12982,531,46,27,0
12983,398,33,0,2
12984,36,235,2412,0
12985,4,1839,5,0
12986,1,1180,16,0
12987,2,2,1042,0
12988,436,15,1,0
12989,57,1141,85,6
12990,595,11,211,0
12991,953,0,0,0
12992,2,76,1873,0
12993,75,3747,152,0
12994,609,304,50,0
12995,1,36,1706,0
12996,142,1816,10,0
12997,5,1285,10,0
12998,5,42,2787,0
12999,514,492,0,0
13000,35,1475,2,0
13001,65,108,1912,0
13002,4,5,2371,0
13003,0,64,1649,0
13004,29,3063,4,0
13005,686,55,0,3
13006,94,1366,19,0
13007,15,2,2469,0
13008,1,2190,1,0
13009,22,2574,2,0
13010,757,22,27,0
13011,25,89,2792,0
13012,4,1942,1,0
13013,2,250,1812,0
13014,1511,0,2,0
13015,12,2721,143,0
13016,21,1475,4,0
13017,23,2107,0,0
13018,30,2193,129,0
13019,4,2303,73,0
13020,12,1948,4,0
13021,12,1132,2,0
13022,1,11,2404,0
13023,3,2202,22,0
13024,57,1874,6,0
13025,481,120,14,2
13026,669,37,0,0
13027,14,493,0,5
13028,1,989,9,0
13029,28,237,2045,0
13030,2,18,2143,0
13031,141,2356,28,0
13032,599,69,2,0
13033,410,125,0,3
13034,539,15,22,0
13035,672,3,21,0
13036,585,6,15,10
13037,37,1819,12,0
13038,22,2195,5,0
13039,4,1318,11,0
13040,69,1505,10,0
13041,14,12,1281,0
13042,17,1954,9,0
13043,7,1407,181,0
13044,6,2562,6,0
13045,5,103,2068,0
13046,10,200,1492,7
13047,1,27,2193,0
13048,1,245,1688,0
13049,6,979,2995,0
13050,0,1871,44,0
13051,24,1195,108,0
13052,111,1541,31,0
13053,542,28,90,3
13054,40,41,22,163
13055,2,1,1340,0
13056,470,319,0,0
13057,3,2380,52,0
13058,500,457,0,13
13059,1,1801,18,0
13060,20,10,1408,2
13061,12,2668,207,0
13062,120,46,2013,8
13063,7,65,3392,0
13064,607,216,0,2
13065,1,195,1943,0
13066,533,118,333,0
13067,1,1297,13,0
13068,899,0,195,1
13069,647,63,45,7
13070,903,1,1,0
13071,363,15,0,65
13072,162,10,0,0
13073,865,4,4,0
13074,4,1482,346,0
13075,7,1323,2,0
13076,1,912,14,0
13077,5,3476,27,2
13078,706,134,650,0
13079,719,229,1,5
13080,517,36,549,0
13081,12,4,3054,0
13082,111,1314,3,0
13083,825,14,0,0
13084,27,15,1059,0
13085,1,1670,25,0
13086,4,250,2740,0
13087,3,1945,0,2
13088,502,98,9,8
13089,837,6,8,0
13090,1162,4,3633,0
13091,587,13,9,0
13092,32,1997,28,0
13093,17,0,1604,2
13094,22,3360,5,0
13095,1,27,2365,0
13096,32,1237,150,0
13097,489,33,31,9
13098,4,1099,129,0
13099,536,33,392,0
13100,130,23,1516,0
13101,27,1095,12,0
13102,612,147,12,0
13103,25,2839,1,0
13104,3,2047,20,0
13105,11,1830,116,0
13106,8,15,2819,0
13107,4,1812,160,0
13108,2,1,938,0
13109,481,65,691,0
13110,1117,72,123,0
13111,1,1531,67,0
13112,782,0,0,0
13113,56,1414,11,0
13114,907,29,0,0
13115,622,45,0,0
13116,20,156,1256,0
13117,6,5,0,363
13118,7,27,2282,0
13119,19,7,2589,0
13120,19,3029,1,0
13121,1,1403,204,0
13122,532,91,80,0
13123,12,978,8,0
13124,11,1893,26,0
13125,156,870,351,0
13126,9,855,8,0
13127,823,0,0,0
13128,203,1411,11,0
13129,776,0,0,0
13130,155,2078,5,0
13131,42,1333,16,0
13132,726,923,18,0
13133,753,4,0,0
13134,47,989,2695,0
13135,523,10,1,0
13136,22,1393,0,1
13137,29,1179,120,0
13138,3,1343,26,0
13139,169,1722,140,23
13140,42,2096,10,0
13141,2,1796,4,0
13142,13,1362,155,0
13143,1,0,1513,10
13144,3,1786,271,0
13145,462,17,0,0
13146,609,9,18,0
13147,249,1669,1,0
13148,86,12,6632,1
13149,6,909,5,0
13150,16,1347,16,0
13151,71,1783,494,0
13152,559,50,3,1
13153,67,33,1794,0
13154,16,83,1476,0
13155,521,16,580,2
13156,392,525,744,0
13157,39,62,0,188
13158,703,1009,61,0
13159,2,2201,8,0
13160,4,801,85,0
13161,64,938,0,0
13162,3,1042,4,0
13163,695,320,13,3
13164,7,111,1622,12
13165,1,105,2890,0
13166,2,86,2102,0
13167,651,510,18,0
13168,26,51,2385,0
13169,16,1996,0,4
13170,531,5,13,0
13171,18,183,1921,0
13172,775,444,37,0
13173,589,487,0,1
13174,3,59,3066,5
13175,37,8,1503,0
13176,2,1280,2,0
13177,936,42,5,0
13178,16,49,1516,0
13179,438,0,5,0
13180,28,214,4815,0
13181,5,1438,6,0
13182,4,1,1039,0
13183,15,148,2470,0
13184,6,10,2585,0
13185,583,311,116,0
13186,6,9,2546,0
13187,6,1980,228,0
13188,592,754,7,0
13189,10,821,49,0
13190,3,1624,2,0
13191,701,15,12,0
13192,11,3,1740,0
13193,5,1808,85,0
13194,148,802,67,0
13195,3,3,1850,0
13196,6,8,3250,0
13197,1,1654,2,0
13198,6,8,1783,0
13199,38,1,0,379
13200,59,1170,1,0
13201,107,436,2246,119
13202,25,1512,118,0
13203,660,293,2,0
13204,7,1895,16,0
13205,73,401,2537,0
13206,8,1,1342,0
13207,2,812,39,0
13208,35,1779,2,0
13209,293,2129,5,0
13210,29,396,2055,0
13211,866,48,1,0
13212,54,26,2172,0
13213,1204,110,79,0
13214,39,1436,2,0
13215,2,1718,28,0
13216,81,1709,6,8
13217,24,1525,5,0
13218,434,27,3,0
13219,2,792,1776,0
13220,15,1931,6,0
13221,25,1796,0,2
13222,1,1400,0,1
13223,68,11,2759,0
13224,0,1748,63,0
13225,1,2772,145,0
13226,149,2418,41,0
13227,5,1696,6,0
13228,23,1792,3,0
13229,128,1970,72,8
13230,39,1449,4,0
13231,509,115,0,6
13232,109,42,1973,0
13233,152,121,1301,0
13234,575,0,5,1
13235,5,957,22,0
13236,39,1113,0,1
13237,15,32,1851,0
13238,8,44,1791,0
13239,4,1913,8,0
13240,2,2019,11,0
13241,3,1676,3,0
13242,7,1368,1,0
13243,37,1157,9,0
